STATIONS_ID,MESS_DATUM,QUALITAETS_NIVEAU,BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE,WINDGESCHWINDIGKEIT,LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM,WINDSPITZE_MAXIMUM,NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER,SCHNEEHOEHE
433,1959-04-12,5,5.0,79.00,8.8,8.7,1001.70,-999,.9,4.0,14.3,-999,1,.5,-999,0
433,1959-04-13,5,5.3,74.00,11.1,13.3,1008.70,-999,1.2,6.0,19.6,-999,1,.4,-999,0
433,1959-04-14,5,1.3,59.00,10.5,16.5,1008.30,-999,7.0,8.8,22.8,-999,0,.0,-999,0
433,1959-04-15,5,1.0,49.00,9.4,17.2,1003.60,-999,7.4,9.9,23.8,-999,0,.0,-999,0
433,1959-04-16,5,1.0,49.00,9.2,17.0,996.30,-999,7.0,9.8,22.8,-999,0,.0,-999,0
433,1959-04-17,5,2.7,57.00,10.3,16.9,994.10,-999,7.1,9.4,22.3,-999,0,.0,-999,0
433,1959-04-18,5,7.0,83.00,13.0,13.2,994.10,-999,9.7,12.2,19.5,-999,0,.0,-999,0
433,1959-04-19,5,6.3,77.00,6.2,3.3,1004.40,-999,4.2,1.4,12.2,-999,1,3.7,-999,0
433,1959-04-20,5,3.3,40.00,3.3,4.1,1014.90,-999,-1.5,.5,8.1,-999,8,.2,-999,0
433,1959-04-21,5,6.0,62.00,5.9,6.6,1019.70,-999,-5.9,-1.7,9.8,-999,0,.0,-999,0
433,1959-04-22,5,6.0,72.00,7.5,7.1,1016.30,-999,3.3,4.9,11.2,-999,1,.0,-999,0
433,1959-04-23,5,7.0,84.00,9.6,9.0,1010.30,-999,1.1,4.8,12.2,-999,1,1.5,-999,0
433,1959-04-24,5,4.3,63.00,7.0,8.5,1015.00,-999,3.7,5.8,13.0,-999,1,6.3,-999,0
433,1959-04-25,5,2.0,53.00,6.3,10.5,1014.40,-999,-2.5,2.2,16.0,-999,0,.0,-999,0
433,1959-04-26,5,6.7,50.00,7.7,14.5,1006.10,-999,3.1,5.8,20.4,-999,0,.0,-999,0
433,1959-04-27,5,5.0,74.00,10.8,12.3,1003.30,-999,6.9,10.4,16.5,-999,1,.0,-999,0
433,1959-04-28,5,6.0,58.00,9.8,15.7,1001.10,-999,3.1,7.2,20.9,-999,1,2.0,-999,0
433,1959-04-29,5,6.0,77.00,12.3,14.2,1002.80,-999,8.3,10.8,18.5,-999,1,1.5,-999,0
433,1959-04-30,5,4.0,61.00,11.1,16.7,1001.80,-999,6.8,9.2,21.7,-999,1,.0,-999,0
433,1959-05-01,5,6.0,63.00,12.0,16.7,1005.00,-999,8.4,11.6,22.6,-999,0,.0,-999,0
433,1959-05-02,5,8.0,91.00,10.5,8.6,1004.80,-999,10.1,6.4,15.0,-999,1,.5,-999,0
433,1959-05-03,5,6.3,68.00,7.9,9.6,1009.70,-999,4.8,5.4,14.3,-999,1,20.6,-999,0
433,1959-05-04,5,7.7,75.00,9.1,9.5,1008.50,-999,3.8,7.6,15.4,-999,1,.0,-999,0
433,1959-05-05,5,2.3,61.00,7.2,9.8,1015.40,-999,.9,4.8,13.2,-999,1,1.8,-999,0
433,1959-05-06,5,4.0,49.00,6.8,12.1,1017.90,-999,.4,5.0,16.1,-999,0,.0,-999,0
433,1959-05-07,5,2.3,49.00,8.1,14.4,1015.10,-999,2.0,6.0,19.6,-999,0,.0,-999,0
433,1959-05-08,5,2.3,52.00,10.1,17.4,1008.40,-999,4.1,8.0,23.3,-999,0,.0,-999,0
433,1959-05-09,5,2.3,49.00,10.1,18.3,1005.60,-999,8.4,11.3,24.7,-999,0,.0,-999,0
433,1959-05-10,5,.3,43.00,9.3,19.1,1009.40,-999,8.4,12.0,24.9,-999,0,.0,-999,0
433,1959-05-11,5,.3,36.00,7.2,17.9,1017.20,-999,8.3,12.3,22.6,-999,0,.0,-999,0
433,1959-05-12,5,3.7,41.00,7.1,15.7,1021.70,-999,5.8,9.8,20.6,-999,0,.0,-999,0
433,1959-05-13,5,7.0,51.00,7.8,13.0,1019.60,-999,5.4,9.4,16.1,-999,0,.0,-999,0
433,1959-05-14,5,5.0,75.00,10.4,12.0,1015.20,-999,4.9,7.8,16.3,-999,1,.8,-999,0
433,1959-05-15,5,5.7,69.00,11.0,14.4,1014.30,-999,8.3,9.6,18.6,-999,1,8.7,-999,0
433,1959-05-16,5,6.0,49.00,9.9,18.1,1012.90,-999,7.3,11.7,22.8,-999,1,.0,-999,0
433,1959-05-17,5,4.3,52.00,10.9,18.8,1008.90,-999,7.3,11.0,24.0,-999,0,.0,-999,0
433,1959-05-18,5,5.3,57.00,11.6,18.2,1006.00,-999,6.9,12.6,23.9,-999,0,.0,-999,0
433,1959-05-19,5,7.0,69.00,12.5,15.8,1005.90,-999,10.4,12.2,21.9,-999,1,2.9,-999,0
433,1959-05-20,5,8.0,81.00,12.3,13.1,1008.60,-999,9.9,10.9,17.0,-999,1,7.1,-999,0
433,1959-05-21,5,5.3,67.00,10.7,14.0,1011.50,-999,9.3,9.4,19.2,-999,1,.0,-999,0
433,1959-05-22,5,2.3,57.00,8.6,13.6,1015.20,-999,5.3,7.2,18.3,-999,0,.0,-999,0
433,1959-05-23,5,.0,42.00,6.7,14.6,1018.40,-999,2.9,6.2,19.4,-999,0,.0,-999,0
433,1959-05-24,5,1.0,42.00,7.6,16.5,1015.00,-999,2.3,8.0,21.8,-999,0,.0,-999,0
433,1959-05-25,5,2.3,50.00,9.4,16.7,1013.40,-999,6.9,10.7,21.8,-999,0,.0,-999,0
433,1959-05-26,5,7.0,62.00,9.5,13.2,1006.10,-999,3.4,10.0,16.3,-999,1,.0,-999,0
433,1959-05-27,5,7.0,65.00,9.4,12.6,1007.20,-999,7.4,9.0,18.4,-999,0,.0,-999,0
433,1959-05-28,5,7.0,70.00,9.9,12.1,1006.70,-999,7.0,9.4,14.9,-999,1,6.3,-999,0
433,1959-05-29,5,5.3,55.00,8.3,13.7,1006.20,-999,5.1,9.4,17.4,-999,1,.7,-999,0
433,1959-05-30,5,3.3,42.00,7.3,15.9,1005.10,-999,6.3,9.3,20.7,-999,1,.0,-999,0
433,1959-05-31,5,6.3,41.00,8.3,18.2,1005.80,-999,5.4,10.1,22.6,-999,0,.0,-999,0
433,1959-06-01,5,5.0,48.00,10.6,18.9,1009.50,-999,5.8,12.5,22.3,-999,0,.0,-999,0
433,1959-06-02,5,7.3,50.00,8.4,15.3,1015.40,-999,11.1,12.2,18.8,-999,1,.3,-999,0
433,1959-06-03,5,6.0,62.00,11.8,16.9,1013.70,-999,12.9,13.4,21.5,-999,1,.0,-999,0
433,1959-06-04,5,3.3,50.00,10.2,17.7,1014.60,-999,3.1,10.0,22.1,-999,0,.0,-999,0
433,1959-06-05,5,2.0,42.00,9.6,20.2,1011.70,-999,6.1,10.7,25.3,-999,0,.0,-999,0
433,1959-06-06,5,.7,36.00,9.1,22.8,1008.20,-999,11.0,13.8,28.8,-999,0,.0,-999,0
433,1959-06-07,5,3.7,43.00,11.8,23.0,1007.60,-999,12.7,16.3,31.1,-999,0,.0,-999,0
433,1959-06-08,5,7.0,66.00,14.9,19.6,1007.80,-999,15.1,16.2,25.7,-999,0,.0,-999,0
433,1959-06-09,5,7.3,78.00,13.8,15.4,1006.30,-999,11.9,13.6,21.2,-999,1,25.6,-999,0
433,1959-06-10,5,5.7,67.00,10.4,13.8,1010.20,-999,10.2,10.7,19.0,-999,1,6.4,-999,0
433,1959-06-11,5,6.7,67.00,10.6,13.9,1015.90,-999,8.0,10.0,17.2,-999,1,.1,-999,0
433,1959-06-12,5,7.0,68.00,12.3,16.1,1018.50,-999,8.3,10.5,20.9,-999,1,.3,-999,0
433,1959-06-13,5,2.7,52.00,11.9,19.7,1018.50,-999,12.2,13.7,24.7,-999,1,.0,-999,0
433,1959-06-14,5,6.0,57.00,12.1,19.0,1020.00,-999,9.3,11.4,24.2,-999,0,.0,-999,0
433,1959-06-15,5,4.3,56.00,10.0,15.2,1011.20,-999,5.7,10.4,22.5,-999,0,.0,-999,0
433,1959-06-16,5,7.0,50.00,7.5,13.4,1008.00,-999,7.6,8.8,17.1,-999,0,.0,-999,0
433,1959-06-17,5,3.0,51.00,11.4,19.8,1008.90,-999,9.8,12.4,25.2,-999,1,.0,-999,0
433,1959-06-18,5,2.3,50.00,12.9,22.2,1008.00,-999,8.0,13.6,29.4,-999,0,.0,-999,0
433,1959-06-19,5,2.3,47.00,8.9,17.2,1014.50,-999,10.5,12.3,21.6,-999,1,.1,-999,0
433,1959-06-20,5,.7,41.00,8.0,17.4,1018.80,-999,3.9,10.0,21.6,-999,0,.0,-999,0
433,1959-06-21,5,.3,31.00,7.3,20.7,1018.20,-999,7.0,9.8,26.0,-999,0,.0,-999,0
433,1959-06-22,5,1.3,34.00,8.6,21.8,1016.50,-999,11.2,14.0,27.0,-999,0,.0,-999,0
433,1959-06-23,5,1.3,40.00,8.2,18.5,1018.70,-999,9.1,11.0,24.4,-999,0,.0,-999,0
433,1959-06-24,5,1.0,41.00,8.5,18.6,1015.00,-999,7.6,10.7,24.0,-999,0,.0,-999,0
433,1959-06-25,5,5.0,64.00,13.5,18.7,1011.30,-999,13.9,15.2,23.8,-999,1,.1,-999,0
433,1959-06-26,5,3.7,43.00,9.9,20.3,1009.50,-999,8.8,12.4,25.1,-999,1,4.7,-999,0
433,1959-06-27,5,4.3,58.00,13.1,19.7,1005.30,-999,11.6,14.0,28.1,-999,0,.0,-999,0
433,1959-06-28,5,6.3,75.00,15.6,18.0,999.20,-999,11.0,13.8,22.9,-999,1,1.9,-999,0
433,1959-06-29,5,7.0,59.00,12.1,18.2,996.40,-999,12.0,14.1,23.0,-999,1,1.6,-999,0
433,1959-06-30,5,5.3,62.00,12.3,17.2,1000.20,-999,12.2,13.8,21.3,-999,1,.0,-999,0
433,1959-07-01,5,6.0,70.00,13.5,16.8,1008.20,-999,10.9,13.0,21.6,-999,0,.0,-999,0
433,1959-07-02,5,6.0,75.00,14.3,16.6,1006.70,-999,10.6,13.7,20.8,-999,1,4.2,-999,0
433,1959-07-03,5,8.0,86.00,15.8,16.4,1007.20,-999,9.5,13.1,19.2,-999,1,5.6,-999,0
433,1959-07-04,5,6.7,78.00,15.0,16.9,1013.00,-999,13.3,15.0,19.8,-999,1,3.5,-999,0
433,1959-07-05,5,2.7,57.00,14.4,21.6,1015.90,-999,8.4,13.3,26.3,-999,1,.0,-999,0
433,1959-07-06,5,4.7,62.00,16.8,22.4,1012.10,-999,13.3,15.7,29.4,-999,0,.0,-999,0
433,1959-07-07,5,2.7,54.00,12.8,20.6,1018.10,-999,15.8,17.4,25.4,-999,1,.3,-999,0
433,1959-07-08,5,.7,50.00,14.5,24.0,1017.50,-999,9.6,14.6,30.1,-999,0,.0,-999,0
433,1959-07-09,5,1.7,40.00,14.3,27.8,1012.00,-999,16.3,18.8,35.3,-999,0,.0,-999,0
433,1959-07-10,5,2.0,43.00,16.0,28.4,1008.50,-999,16.9,20.4,37.0,-999,0,.0,-999,0
433,1959-07-11,5,2.0,40.00,14.3,29.6,1006.20,-999,18.3,19.7,38.1,-999,0,.0,-999,0
433,1959-07-12,5,4.3,62.00,20.5,25.4,1004.50,-999,17.9,19.4,30.4,-999,0,.0,-999,0
433,1959-07-13,5,2.0,50.00,13.0,20.9,1006.50,-999,17.3,18.4,26.3,-999,1,15.9,-999,0
433,1959-07-14,5,2.7,45.00,10.4,19.9,1010.60,-999,9.1,12.7,24.0,-999,0,.0,-999,0
433,1959-07-15,5,4.3,52.00,11.7,19.5,1010.20,-999,11.2,14.2,23.5,-999,0,.0,-999,0
433,1959-07-16,5,6.3,47.00,10.9,20.2,1013.20,-999,12.4,14.8,23.0,-999,0,.0,-999,0
433,1959-07-17,5,6.7,46.00,11.5,21.1,1016.20,-999,11.7,15.0,24.9,-999,0,.0,-999,0
433,1959-07-18,5,5.7,52.00,13.7,22.7,1015.80,-999,14.8,16.7,28.1,-999,0,.0,-999,0
433,1959-07-19,5,7.7,85.00,19.5,19.8,1012.50,-999,16.8,17.5,23.5,-999,1,2.5,-999,0
433,1959-07-20,5,7.7,90.00,20.6,19.7,1010.90,-999,17.9,18.4,22.0,-999,1,2.6,-999,0
433,1959-07-21,5,8.0,91.00,18.6,17.7,1009.60,-999,16.4,17.2,19.8,-999,1,1.5,-999,0
433,1959-07-22,5,8.0,94.00,17.8,16.6,1008.10,-999,16.0,15.9,17.6,-999,1,26.6,-999,0
433,1959-07-23,5,7.7,87.00,18.3,18.3,1008.80,-999,14.9,15.8,20.7,-999,1,39.3,-999,0
433,1959-07-24,5,5.3,80.00,18.5,20.0,1008.00,-999,15.8,17.2,23.7,-999,1,1.5,-999,0
433,1959-07-25,5,3.3,67.00,17.7,22.2,1007.90,-999,11.9,15.5,27.2,-999,1,.1,-999,0
433,1959-07-26,5,3.0,62.00,16.7,22.7,1007.70,-999,12.6,16.3,26.3,-999,0,.0,-999,0
433,1959-07-27,5,4.3,71.00,17.9,21.3,1006.60,-999,12.1,16.5,25.4,-999,0,.0,-999,0
433,1959-07-28,5,2.0,61.00,16.8,23.0,1002.80,-999,15.1,17.3,27.8,-999,0,.0,-999,0
433,1959-07-29,5,6.0,79.00,17.5,18.8,998.90,-999,14.2,16.6,23.7,-999,1,.2,-999,0
433,1959-07-30,5,6.7,65.00,13.9,18.7,999.30,-999,10.6,14.4,23.6,-999,1,.2,-999,0
433,1959-07-31,5,5.0,60.00,13.0,19.5,1002.70,-999,11.2,13.8,23.1,-999,1,.1,-999,0
433,1959-08-01,5,6.0,69.00,14.7,18.4,1003.60,-999,13.8,15.1,23.2,-999,1,.0,-999,0
433,1959-08-02,5,8.0,80.00,15.9,17.2,1003.60,-999,13.5,15.0,21.8,-999,1,12.8,-999,0
433,1959-08-03,5,7.3,75.00,15.2,17.5,1004.40,-999,14.0,15.4,20.8,-999,1,1.4,-999,0
433,1959-08-04,5,5.7,74.00,14.3,17.0,1006.20,-999,10.9,12.5,21.4,-999,0,.0,-999,0
433,1959-08-05,5,7.3,74.00,13.8,16.2,1006.40,-999,10.7,12.4,19.6,-999,1,6.0,-999,0
433,1959-08-06,5,6.7,73.00,15.7,18.8,1009.40,-999,14.7,15.0,21.4,-999,1,.5,-999,0
433,1959-08-07,5,7.0,71.00,15.9,19.6,1011.90,-999,9.4,13.0,23.5,-999,1,.0,-999,0
433,1959-08-08,5,6.3,63.00,15.4,21.0,1011.20,-999,11.1,16.0,24.8,-999,0,.0,-999,0
433,1959-08-09,5,4.3,60.00,17.0,23.3,1008.50,-999,15.4,17.4,29.5,-999,0,.0,-999,0
433,1959-08-10,5,3.3,64.00,17.7,23.1,1007.70,-999,17.1,18.7,29.0,-999,0,.0,-999,0
433,1959-08-11,5,5.3,73.00,18.8,21.2,1005.10,-999,16.2,18.4,26.5,-999,0,.0,-999,0
433,1959-08-12,5,5.7,69.00,17.1,21.4,1006.00,-999,12.2,15.9,26.2,-999,1,.4,-999,0
433,1959-08-13,5,7.3,79.00,21.0,21.9,1005.00,-999,16.5,18.6,26.6,-999,1,.1,-999,0
433,1959-08-14,5,6.3,82.00,19.9,20.5,1005.90,-999,15.8,18.1,23.1,-999,1,9.1,-999,0
433,1959-08-15,5,6.7,84.00,20.1,20.0,1006.90,-999,16.2,17.6,25.8,-999,1,.0,-999,0
433,1959-08-16,5,8.0,95.00,16.7,15.2,1008.50,-999,16.7,13.6,18.9,-999,1,30.3,-999,0
433,1959-08-17,5,4.7,72.00,16.2,19.8,1015.00,-999,13.8,15.9,24.7,-999,1,23.0,-999,0
433,1959-08-18,5,3.3,67.00,16.7,21.3,1018.90,-999,15.5,17.1,26.5,-999,0,.0,-999,0
433,1959-08-19,5,3.0,66.00,16.3,21.0,1017.80,-999,13.2,16.4,25.9,-999,0,.0,-999,0
433,1959-08-20,5,.3,55.00,14.6,22.5,1014.70,-999,11.8,15.8,27.5,-999,0,.0,-999,0
433,1959-08-21,5,.7,54.00,14.6,23.0,1011.20,-999,13.6,16.7,28.5,-999,0,.0,-999,0
433,1959-08-22,5,1.0,52.00,15.4,24.2,1011.00,-999,15.3,17.2,30.2,-999,0,.0,-999,0
433,1959-08-23,5,2.7,68.00,19.2,23.0,1014.10,-999,15.0,18.1,28.6,-999,0,.0,-999,0
433,1959-08-24,5,3.3,68.00,19.1,23.2,1018.20,-999,13.9,17.4,27.7,-999,0,.0,-999,0
433,1959-08-25,5,6.3,70.00,19.5,23.0,1016.10,-999,13.6,17.1,26.5,-999,0,.0,-999,0
433,1959-08-26,5,5.3,69.00,17.4,20.7,1012.90,-999,18.9,19.2,25.4,-999,0,.0,-999,0
433,1959-08-27,5,1.3,57.00,10.2,15.9,1012.50,-999,11.1,13.0,20.6,-999,0,.0,-999,0
433,1959-08-28,5,5.3,78.00,11.9,13.0,1007.40,-999,7.5,10.9,16.0,-999,0,.0,-999,0
433,1959-08-29,5,5.0,65.00,9.8,13.2,1007.20,-999,2.3,8.4,18.1,-999,1,.0,-999,0
433,1959-08-30,5,3.3,69.00,9.7,12.2,1011.30,-999,4.8,7.2,17.4,-999,1,1.4,-999,0
433,1959-08-31,5,6.7,76.00,11.3,13.1,1014.60,-999,2.7,8.0,16.6,-999,1,.0,-999,0
433,1959-09-01,5,2.7,63.00,9.7,14.1,1016.00,-999,3.0,7.8,19.1,-999,1,.0,-999,0
433,1959-09-02,5,1.7,62.00,10.6,15.4,1017.60,-999,1.6,7.2,21.3,-999,0,.0,-999,0
433,1959-09-03,5,4.7,80.00,13.9,15.5,1017.00,-999,5.9,11.0,19.8,-999,0,.0,-999,0
433,1959-09-04,5,1.7,69.00,13.1,17.2,1019.10,-999,4.1,9.5,22.7,-999,1,2.3,-999,0
433,1959-09-05,5,1.3,65.00,13.1,17.9,1017.00,-999,7.5,12.2,22.8,-999,0,.0,-999,0
433,1959-09-06,5,3.3,62.00,11.6,16.8,1015.40,-999,6.2,12.0,22.3,-999,0,.0,-999,0
433,1959-09-07,5,1.0,58.00,10.8,16.9,1019.10,-999,3.7,9.6,23.4,-999,0,.0,-999,0
433,1959-09-08,5,4.3,60.00,11.8,17.9,1018.60,-999,4.5,10.9,23.8,-999,0,.0,-999,0
433,1959-09-09,5,1.3,65.00,12.5,17.1,1017.30,-999,6.7,11.9,22.6,-999,0,.0,-999,0
433,1959-09-10,5,1.0,67.00,12.8,17.4,1016.80,-999,4.0,10.1,23.3,-999,0,.0,-999,0
433,1959-09-11,5,.0,61.00,12.0,17.9,1014.40,-999,5.7,11.1,24.1,-999,0,.0,-999,0
433,1959-09-12,5,3.7,54.00,11.0,19.2,1009.30,-999,5.1,10.6,25.9,-999,0,.0,-999,0
433,1959-09-13,5,3.7,60.00,12.2,17.4,1005.70,-999,10.5,13.6,22.8,-999,0,.0,-999,0
433,1959-09-14,5,1.0,54.00,8.6,14.9,1010.30,-999,6.9,8.1,20.4,-999,0,.0,-999,0
433,1959-09-15,5,1.0,57.00,9.9,15.6,1008.00,-999,2.7,8.3,22.0,-999,0,.0,-999,0
433,1959-09-16,5,4.3,57.00,9.6,14.2,1005.40,-999,6.6,9.7,20.5,-999,0,.0,-999,0
433,1959-09-17,5,2.0,59.00,7.2,10.3,1011.50,-999,-.6,5.4,16.8,-999,0,.0,-999,0
433,1959-09-18,5,1.3,54.00,7.3,12.8,1016.60,-999,-.7,4.6,18.8,-999,0,.0,-999,0
433,1959-09-19,5,2.7,60.00,9.5,14.7,1016.80,-999,1.1,6.5,20.5,-999,0,.0,-999,0
433,1959-09-20,5,7.3,72.00,11.5,14.3,1017.30,-999,5.8,8.4,17.4,-999,0,.0,-999,0
433,1959-09-21,5,3.3,56.00,9.8,16.8,1009.90,-999,3.4,8.3,23.7,-999,0,.0,-999,0
433,1959-09-22,5,7.0,71.00,12.6,15.2,1006.90,-999,11.4,14.2,19.3,-999,1,.2,-999,0
433,1959-09-23,5,2.0,64.00,10.8,15.2,1011.10,-999,8.4,10.5,20.0,-999,1,.0,-999,0
433,1959-09-24,5,4.7,74.00,10.7,11.8,1010.90,-999,9.6,10.2,16.0,-999,0,.0,-999,0
433,1959-09-25,5,2.3,64.00,8.3,11.5,1012.50,-999,.0,5.2,17.0,-999,1,.9,-999,0
433,1959-09-26,5,1.0,57.00,7.9,13.1,1010.60,-999,2.3,4.7,19.8,-999,0,.0,-999,0
433,1959-09-27,5,2.7,57.00,8.5,12.6,1012.80,-999,7.0,9.9,17.3,-999,1,.0,-999,0
433,1959-09-28,5,4.0,70.00,9.0,10.6,1022.60,-999,4.6,6.9,15.7,-999,0,.0,-999,0
433,1959-09-29,5,2.0,63.00,7.3,9.7,1026.40,-999,-2.1,3.1,15.2,-999,0,.0,-999,0
433,1959-09-30,5,.3,66.00,7.4,9.0,1024.70,-999,-2.4,3.6,16.7,-999,0,.0,-999,0
433,1959-10-01,5,1.0,66.00,8.4,11.5,1023.00,-999,-1.6,2.5,18.9,-999,0,.0,-999,0
433,1959-10-02,5,1.3,58.00,8.6,13.7,1020.70,-999,-.6,4.8,21.6,-999,0,.0,-999,0
433,1959-10-03,5,4.3,62.00,9.9,14.2,1019.10,-999,2.6,7.6,21.0,-999,0,.0,-999,0
433,1959-10-04,5,5.3,81.00,9.8,9.2,1024.10,-999,5.2,7.6,13.4,-999,1,.0,-999,0
433,1959-10-05,5,1.7,54.00,4.9,6.1,1026.50,-999,-1.7,.6,12.2,-999,0,.0,-999,0
433,1959-10-06,5,.7,46.00,4.4,8.0,1023.60,-999,-3.6,.2,15.2,-999,0,.0,-999,0
433,1959-10-07,5,.0,49.00,5.8,10.2,1020.00,-999,.5,3.4,17.7,-999,0,.0,-999,0
433,1959-10-08,5,.0,55.00,6.9,11.9,1017.30,-999,-1.7,3.4,19.2,-999,0,.0,-999,0
433,1959-10-09,5,.0,68.00,8.7,10.8,1018.70,-999,2.2,6.0,17.9,-999,0,.0,-999,0
433,1959-10-10,5,.3,67.00,7.5,9.2,1011.30,-999,1.4,4.0,16.0,-999,0,.0,-999,0
433,1959-10-11,5,.7,62.00,7.0,9.2,1011.10,-999,.4,3.9,15.4,-999,0,.0,-999,0
433,1959-10-12,5,1.3,75.00,7.6,7.5,1016.30,-999,.3,3.1,13.8,-999,0,.0,-999,0
433,1959-10-13,5,.7,77.00,7.5,6.6,1020.10,-999,-3.7,2.4,13.6,-999,0,.0,-999,0
433,1959-10-14,5,.0,73.00,7.5,7.9,1020.80,-999,-4.6,-.4,14.6,-999,0,.0,-999,0
433,1959-10-15,5,4.7,71.00,7.9,8.3,1020.90,-999,.1,4.6,14.0,-999,0,.0,-999,0
433,1959-10-16,5,3.0,66.00,6.9,8.6,1016.40,-999,-1.7,2.2,15.2,-999,0,.0,-999,0
433,1959-10-17,5,.3,56.00,6.2,9.4,1011.60,-999,-.1,2.7,16.9,-999,0,.0,-999,0
433,1959-10-18,5,3.7,62.00,8.4,12.2,1007.60,-999,.9,4.2,19.0,-999,0,.0,-999,0
433,1959-10-19,5,6.7,62.00,8.6,12.5,1007.30,-999,1.2,6.0,18.7,-999,0,.0,-999,0
433,1959-10-20,5,7.7,86.00,11.2,10.4,1009.60,-999,5.8,9.0,12.7,-999,1,.0,-999,0
433,1959-10-21,5,4.7,72.00,8.9,10.4,1014.60,-999,3.9,7.0,13.8,-999,1,5.0,-999,0
433,1959-10-22,5,6.0,85.00,10.5,9.7,1005.40,-999,7.9,8.9,12.5,-999,1,.5,-999,0
433,1959-10-23,5,6.3,77.00,9.4,10.0,1018.10,-999,5.7,7.5,13.1,-999,1,8.7,-999,0
433,1959-10-24,5,8.0,82.00,10.6,10.9,1014.20,-999,6.9,8.6,12.6,-999,1,4.9,-999,0
433,1959-10-25,5,5.0,78.00,8.5,8.0,1006.60,-999,5.3,7.6,11.2,-999,1,.1,-999,0
433,1959-10-26,5,3.3,69.00,6.8,6.7,1006.60,-999,1.3,4.4,10.8,-999,1,.5,-999,0
433,1959-10-27,5,4.0,60.00,7.9,11.4,984.10,-999,1.1,4.4,15.0,-999,0,.0,-999,0
433,1959-10-28,5,8.0,78.00,10.1,10.4,982.80,-999,7.9,8.9,14.7,-999,1,.0,-999,0
433,1959-10-29,5,8.0,93.00,10.2,8.0,987.00,-999,7.4,7.0,9.6,-999,1,2.2,-999,0
433,1959-10-30,5,7.3,84.00,8.0,6.1,996.20,-999,3.4,4.8,8.4,-999,1,25.2,-999,0
433,1959-10-31,5,7.7,89.00,8.1,5.7,1001.30,-999,3.8,4.6,6.5,-999,1,.7,-999,0
433,1959-11-01,5,5.7,89.00,8.2,5.7,1014.60,-999,-.1,3.0,10.2,-999,1,3.2,-999,0
433,1959-11-02,5,8.0,87.00,7.8,5.8,1020.70,-999,-.7,1.7,7.7,-999,0,.0,-999,0
433,1959-11-03,5,4.3,84.00,7.7,5.1,1016.70,-999,3.8,2.6,10.3,-999,0,.0,-999,0
433,1959-11-04,5,8.0,95.00,7.2,3.0,1009.70,-999,2.0,2.3,3.4,-999,0,.0,-999,0
433,1959-11-05,5,8.0,93.00,7.9,4.8,1009.00,-999,2.5,3.1,5.5,-999,1,2.3,-999,0
433,1959-11-06,5,8.0,86.00,7.2,4.2,1012.40,-999,3.7,3.6,5.4,-999,1,.4,-999,0
433,1959-11-07,5,7.7,80.00,6.9,4.9,1013.90,-999,2.3,3.2,7.0,-999,1,.0,-999,0
433,1959-11-08,5,6.3,88.00,7.7,4.9,1015.70,-999,-.7,1.9,7.8,-999,0,.0,-999,0
433,1959-11-09,5,4.3,84.00,6.3,3.0,1010.70,-999,-3.6,-.5,7.4,-999,1,.0,-999,0
433,1959-11-10,5,7.0,83.00,6.7,4.0,1002.70,-999,-1.7,.4,6.7,-999,0,.0,-999,0
433,1959-11-11,5,7.7,90.00,7.8,5.0,1001.00,-999,3.0,3.5,6.8,-999,1,2.1,-999,0
433,1959-11-12,5,6.0,86.00,7.2,4.7,1003.70,-999,-.7,1.7,7.8,-999,1,1.6,-999,0
433,1959-11-13,5,7.7,88.00,7.5,4.9,1004.90,-999,.2,2.4,6.3,-999,0,.0,-999,0
433,1959-11-14,5,4.7,83.00,8.9,8.2,999.60,-999,2.1,4.0,11.4,-999,1,.1,-999,0
433,1959-11-15,5,8.0,82.00,8.5,7.2,999.60,-999,6.4,6.4,9.7,-999,1,.0,-999,0
433,1959-11-16,5,8.0,94.00,6.5,1.7,1000.10,-999,1.5,.7,6.6,-999,1,2.2,-999,0
433,1959-11-17,5,8.0,90.00,5.2,-.9,1009.00,-999,-1.3,-1.4,1.4,-999,8,8.1,-999,0
433,1959-11-18,5,8.0,93.00,6.2,1.6,1005.90,-999,-1.6,-1.1,2.8,-999,7,.0,-999,0
433,1959-11-19,5,3.0,91.00,8.3,5.5,1014.40,-999,-2.4,.5,8.4,-999,8,2.6,-999,0
433,1959-11-20,5,4.7,86.00,8.5,6.6,1017.60,-999,1.7,3.6,10.7,-999,1,.1,-999,0
433,1959-11-21,5,8.0,94.00,7.9,4.4,1020.20,-999,.9,2.8,6.0,-999,0,.0,-999,0
433,1959-11-22,5,2.3,89.00,7.4,3.9,1022.50,-999,1.3,2.4,7.3,-999,0,.0,-999,0
433,1959-11-23,5,2.3,85.00,6.1,2.0,1020.90,-999,-4.1,-.3,5.6,-999,0,.0,-999,0
433,1959-11-24,5,4.0,79.00,5.2,1.0,1016.80,-999,-4.8,-1.9,4.2,-999,0,.0,-999,0
433,1959-11-25,5,8.0,95.00,5.1,-1.9,1017.60,-999,-6.5,-2.6,1.1,-999,0,.0,-999,0
